"record_id"	"nord_link"	"incidence_link"	"gene_location"	"gene_name"	"sequence_viewer_link"	"ncbi_gene_link"	"gene_symbol"	"pattern_of_inheritance"
"1884-OMIM:219700"	"https://rarediseases.info.nih.gov/diseases/6233/index"	"https://medlineplus.gov/genetics/condition/cystic-fibrosis/#frequency"	"7q31.2"	"CF transmembrane conductance regulator"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000492"	"https://www.ncbi.nlm.nih.gov/gene/1080"	"CFTR"	"Autosomal recessive"
"18871-OMIM:251100"	"https://rarediseases.info.nih.gov/diseases/12623/index"	"https://medlineplus.gov/genetics/condition/methylmalonic-acidemia/#frequency"	"4q31.21"	"metabolism of cobalamin associated A"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001375644"	"https://www.ncbi.nlm.nih.gov/gene/166785"	"MMAA"	"Autosomal recessive"
"19041-OMIM:615573"		"https://medlineplus.gov/genetics/condition/primary-coenzyme-q10-deficiency/#frequency"	"19q13.2"	"coenzyme Q8B"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_024876"	"https://www.ncbi.nlm.nih.gov/gene/79934"	"COQ8B"	"Autosomal recessive"
"1912-OMIM:254210"	"https://rarediseases.info.nih.gov/diseases/9689/index"	"https://medlineplus.gov/genetics/condition/congenital-myasthenic-syndrome/#frequency"	"10q11.23"	"choline O-acetyltransferase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_020549"	"https://www.ncbi.nlm.nih.gov/gene/1103"	"CHAT"	"Autosomal recessive"
"19331-OMIM:251110"	"https://rarediseases.info.nih.gov/diseases/12623/index"	"https://medlineplus.gov/genetics/condition/methylmalonic-acidemia/#frequency"	"12q24.11"	"metabolism of cobalamin associated B"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_052845"	"https://www.ncbi.nlm.nih.gov/gene/326625"	"MMAB"	"Autosomal recessive"
"1961-OMIM:616314"			"17p13.1"	"cholinergic receptor nicotinic beta 1 subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000747"	"https://www.ncbi.nlm.nih.gov/gene/1140"	"CHRNB1"	"Autosomal recessive"
"1965-OMIM:616322"			"2q37.1"	"cholinergic receptor nicotinic delta subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000751"	"https://www.ncbi.nlm.nih.gov/gene/1144"	"CHRND"	"Autosomal recessive"
"1965-OMIM:616323"			"2q37.1"	"cholinergic receptor nicotinic delta subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000751"	"https://www.ncbi.nlm.nih.gov/gene/1144"	"CHRND"	"Autosomal recessive"
"1966-OMIM:608931"	"https://rarediseases.info.nih.gov/diseases/10108/index"	"https://medlineplus.gov/genetics/condition/congenital-myasthenic-syndrome/#frequency"	"17p13.2"	"cholinergic receptor nicotinic epsilon subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000080"	"https://www.ncbi.nlm.nih.gov/gene/1145"	"CHRNE"	"Autosomal recessive"
"1966-OMIM:616324"			"17p13.2"	"cholinergic receptor nicotinic epsilon subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000080"	"https://www.ncbi.nlm.nih.gov/gene/1145"	"CHRNE"	"Autosomal recessive"
"1968-OMIM:214500"	"https://rarediseases.info.nih.gov/diseases/6035/index"	"https://medlineplus.gov/genetics/condition/chediak-higashi-syndrome/#frequency"	"1q42.3"	"lysosomal trafficking regulator"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000081"	"https://www.ncbi.nlm.nih.gov/gene/1130"	"LYST"	"Autosomal recessive"
"19693-OMIM:616276"		"https://medlineplus.gov/genetics/condition/primary-coenzyme-q10-deficiency/#frequency"	"9q34.11"	"coenzyme Q4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_016035"	"https://www.ncbi.nlm.nih.gov/gene/51117"	"COQ4"	"Autosomal recessive"
"19750-OMIM:243150"			"2p21"	"tetratricopeptide repeat domain 7A"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001288951"	"https://www.ncbi.nlm.nih.gov/gene/57217"	"TTC7A"	"Autosomal recessive"
"20233-OMIM:614650"		"https://medlineplus.gov/genetics/condition/primary-coenzyme-q10-deficiency/#frequency"	"14q24.3"	"coenzyme Q6, monooxygenase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_182476"	"https://www.ncbi.nlm.nih.gov/gene/51004"	"COQ6"	"Autosomal recessive"
"2025-OMIM:611490"	"https://rarediseases.info.nih.gov/diseases/5993/index"	"https://medlineplus.gov/genetics/condition/osteopetrosis/#frequency"	"16p13.3"	"chloride voltage-gated channel 7"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001287"	"https://www.ncbi.nlm.nih.gov/gene/1186"	"CLCN7"	"Autosomal recessive"
"20748-OMIM:614083"		"https://medlineplus.gov/genetics/condition/fanconi-anemia/#frequency"	"2p16.1"	"FA complementation group L"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_018062"	"https://www.ncbi.nlm.nih.gov/gene/55120"	"FANCL"	"Autosomal recessive"
"21478-OMIM:615710"	"https://rarediseases.info.nih.gov/diseases/5237/index"		"6q22.1"	"regulatory factor X6"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_173560"	"https://www.ncbi.nlm.nih.gov/gene/222546"	"RFX6"	"Autosomal recessive"
"21497-OMIM:611126"		"https://medlineplus.gov/genetics/condition/acad9-deficiency/#frequency"	"3q21.3"	"acyl-CoA dehydrogenase family member 9"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_014049"	"https://www.ncbi.nlm.nih.gov/gene/28976"	"ACAD9"	"Autosomal recessive"
"2190-OMIM:616720"			"10q22.1"	"collagen type XIII alpha 1 chain"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005203"	"https://www.ncbi.nlm.nih.gov/gene/1305"	"COL13A1"	"Autosomal recessive"
"2226-OMIM:603034"		"https://medlineplus.gov/genetics/condition/congenital-myasthenic-syndrome/#frequency"	"3p25.1"	"collagen like tail subunit of asymmetric acetylcholinesterase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005677"	"https://www.ncbi.nlm.nih.gov/gene/8292"	"COLQ"	"Autosomal recessive"
"2244-OMIM:616733"		"https://medlineplus.gov/genetics/condition/primary-coenzyme-q10-deficiency/#frequency"	"16p12.3"	"coenzyme Q7, hydroxylase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_016138"	"https://www.ncbi.nlm.nih.gov/gene/10229"	"COQ7"	"Autosomal recessive"
"23038-OMIM:277380"	"https://rarediseases.info.nih.gov/diseases/3579/index"	"https://medlineplus.gov/genetics/condition/methylmalonic-acidemia-with-homocystinuria/#frequency"	"6q13"	"LMBR1 domain containing 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_018368"	"https://www.ncbi.nlm.nih.gov/gene/55788"	"LMBRD1"	"Autosomal recessive"
"23041-OMIM:614652"		"https://medlineplus.gov/genetics/condition/primary-coenzyme-q10-deficiency/#frequency"	"6q21"	"decaprenyl diphosphate synthase subunit 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_020381"	"https://www.ncbi.nlm.nih.gov/gene/57107"	"PDSS2"	"Autosomal recessive"
"23089-OMIM:615905"	"https://rarediseases.info.nih.gov/diseases/12901/index"		"17p13.1"	"solute carrier family 13 member 5"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_177550"	"https://www.ncbi.nlm.nih.gov/gene/284111"	"SLC13A5"	"Autosomal recessive"
"23147-OMIM:608898"		"https://medlineplus.gov/genetics/condition/familial-hemophagocytic-lymphohistiocytosis/#frequency"	"17q25.3"	"unc-13 homolog D"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_199242"	"https://www.ncbi.nlm.nih.gov/gene/201294"	"UNC13D"	"Autosomal recessive"
"23151-OMIM:612840"			"11q13.1"	"fermitin family member 3"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_031471"	"https://www.ncbi.nlm.nih.gov/gene/83706"	"FERMT3"	"Autosomal recessive"
"2323-OMIM:237300"	"https://rarediseases.info.nih.gov/diseases/7269/index"	"https://medlineplus.gov/genetics/condition/carbamoyl-phosphate-synthetase-i-deficiency/#frequency"	"2q34"	"carbamoyl-phosphate synthase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001122633"	"https://www.ncbi.nlm.nih.gov/gene/1373"	"CPS1"	"Autosomal recessive"
"23287-OMIM:602473"	"https://rarediseases.info.nih.gov/diseases/2198/index"	"https://medlineplus.gov/genetics/condition/ethylmalonic-encephalopathy/#frequency"	"19q13.31"	"ETHE1 persulfide dioxygenase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_014297"	"https://www.ncbi.nlm.nih.gov/gene/23474"	"ETHE1"	"Autosomal recessive"
"2330-OMIM:255110"		"https://medlineplus.gov/genetics/condition/carnitine-palmitoyltransferase-ii-deficiency/#frequency"	"1p32.3"	"carnitine palmitoyltransferase 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000098"	"https://www.ncbi.nlm.nih.gov/gene/1376"	"CPT2"	"Autosomal recessive"
"23734-OMIM:615935"			"10p12.2"	"pancreas associated transcription factor 1a"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_178161"	"https://www.ncbi.nlm.nih.gov/gene/256297"	"PTF1A"	"Autosomal recessive"
"23845-OMIM:613951"		"https://medlineplus.gov/genetics/condition/fanconi-anemia/#frequency"	"16p13.3"	"SLX4 structure-specific endonuclease subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_032444"	"https://www.ncbi.nlm.nih.gov/gene/84464"	"SLX4"	"Autosomal recessive"
"2439-OMIM:617014"		"https://medlineplus.gov/genetics/condition/severe-congenital-neutropenia/#frequency"	"1p34.3"	"colony stimulating factor 3 receptor"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_156039"	"https://www.ncbi.nlm.nih.gov/gene/1441"	"CSF3R"	"Autosomal recessive"
"24525-OMIM:277400"	"https://rarediseases.info.nih.gov/diseases/3579/index"	"https://medlineplus.gov/genetics/condition/methylmalonic-acidemia-with-homocystinuria/#frequency"	"1p34.1"	"metabolism of cobalamin associated C"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_015506"	"https://www.ncbi.nlm.nih.gov/gene/25974"	"MMACHC"	"Autosomal recessive"
"24671-OMIM:255100"			"1q21.3"	"flavin adenine dinucleotide synthetase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_025207"	"https://www.ncbi.nlm.nih.gov/gene/80308"	"FLAD1"	"Autosomal recessive"
"24861-OMIM:612541"		"https://medlineplus.gov/genetics/condition/severe-congenital-neutropenia/#frequency"	"17q21.31"	"glucose-6-phosphatase catalytic subunit 3"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_138387"	"https://www.ncbi.nlm.nih.gov/gene/92579"	"G6PC3"	"Autosomal recessive"
"25009-OMIM:616435"			"1q32.1"	"ubiquitin conjugating enzyme E2 T"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_014176"	"https://www.ncbi.nlm.nih.gov/gene/29089"	"UBE2T"	"Autosomal recessive"
"2519-OMIM:615897"			"1p34.2"	"CTP synthase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001905"	"https://www.ncbi.nlm.nih.gov/gene/1503"	"CTPS1"	"Autosomal recessive"
"25221-OMIM:277410"	"https://rarediseases.info.nih.gov/diseases/3579/index"	"https://medlineplus.gov/genetics/condition/homocystinuria/#frequency"	"2q23.2"	"metabolism of cobalamin associated D"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_015702"	"https://www.ncbi.nlm.nih.gov/gene/27249"	"MMADHC"	"Autosomal recessive"
"25221-OMIM:277410"	"https://rarediseases.info.nih.gov/diseases/3579/index"	"https://medlineplus.gov/genetics/condition/methylmalonic-acidemia-with-homocystinuria/#frequency"	"2q23.2"	"metabolism of cobalamin associated D"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_015702"	"https://www.ncbi.nlm.nih.gov/gene/27249"	"MMADHC"	"Autosomal recessive"
"25221-OMIM:277410"	"https://rarediseases.info.nih.gov/diseases/3579/index"	"https://medlineplus.gov/genetics/condition/methylmalonic-acidemia/#frequency"	"2q23.2"	"metabolism of cobalamin associated D"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_015702"	"https://www.ncbi.nlm.nih.gov/gene/27249"	"MMADHC"	"Autosomal recessive"
"25223-OMIM:607426"	"https://rarediseases.info.nih.gov/diseases/10423/index"	"https://medlineplus.gov/genetics/condition/primary-coenzyme-q10-deficiency/#frequency"	"4q21.23"	"coenzyme Q2, polyprenyltransferase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_015697"	"https://www.ncbi.nlm.nih.gov/gene/27235"	"COQ2"	"Autosomal recessive"
"25302-OMIM:614654"		"https://medlineplus.gov/genetics/condition/primary-coenzyme-q10-deficiency/#frequency"	"16q21"	"coenzyme Q9"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_020312"	"https://www.ncbi.nlm.nih.gov/gene/57017"	"COQ9"	"Autosomal recessive"
"2548-OMIM:261100"	"https://rarediseases.info.nih.gov/diseases/7006/index"	"https://medlineplus.gov/genetics/condition/imerslund-grasbeck-syndrome/#frequency"	"10p13"	"cubilin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001081"	"https://www.ncbi.nlm.nih.gov/gene/8029"	"CUBN"	"Autosomal recessive"
"25539-OMIM:617784"			"16q23.1"	"ring finger and WD repeat domain 3"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_018124"	"https://www.ncbi.nlm.nih.gov/gene/55159"	"RFWD3"	"Autosomal recessive"
"25568-OMIM:609053"		"https://medlineplus.gov/genetics/condition/fanconi-anemia/#frequency"	"15q26.1"	"FA complementation group I"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_018193"	"https://www.ncbi.nlm.nih.gov/gene/55215"	"FANCI"	"Autosomal recessive"
"25737-OMIM:611291"			"2q35"	"non-homologous end joining factor 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_024782"	"https://www.ncbi.nlm.nih.gov/gene/79840"	"NHEJ1"	"Autosomal recessive"
"2577-OMIM:233690"		"https://medlineplus.gov/genetics/condition/chronic-granulomatous-disease/#frequency"	"16q24.2"	"cytochrome b-245 alpha chain"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000101"	"https://www.ncbi.nlm.nih.gov/gene/1535"	"CYBA"	"Autosomal recessive"
"2591-OMIM:202010"	"https://rarediseases.info.nih.gov/diseases/5658/index"	"https://medlineplus.gov/genetics/condition/congenital-adrenal-hyperplasia-due-to-11-beta-hydroxylase-deficiency/#frequency"	"8q24.3"	"cytochrome P450 family 11 subfamily B member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000497"	"https://www.ncbi.nlm.nih.gov/gene/1584"	"CYP11B1"	"Autosomal recessive"
"2592-OMIM:203400"	"https://rarediseases.info.nih.gov/diseases/5660/index"	"https://medlineplus.gov/genetics/condition/corticosterone-methyloxidase-deficiency/#frequency"	"8q24.3"	"cytochrome P450 family 11 subfamily B member 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000498"	"https://www.ncbi.nlm.nih.gov/gene/1585"	"CYP11B2"	"Autosomal recessive"
"2592-OMIM:610600"		"https://medlineplus.gov/genetics/condition/corticosterone-methyloxidase-deficiency/#frequency"	"8q24.3"	"cytochrome P450 family 11 subfamily B member 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000498"	"https://www.ncbi.nlm.nih.gov/gene/1585"	"CYP11B2"	"Autosomal recessive"
"2593-OMIM:202110"	"https://rarediseases.info.nih.gov/diseases/1469/index"	"https://medlineplus.gov/genetics/condition/17-alpha-hydroxylase-17-20-lyase-deficiency/#frequency"	"10q24.32"	"cytochrome P450 family 17 subfamily A member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000102"	"https://www.ncbi.nlm.nih.gov/gene/1586"	"CYP17A1"	"Autosomal recessive"
"2600-OMIM:201910"	"https://rarediseases.info.nih.gov/diseases/5757/index"	"https://medlineplus.gov/genetics/condition/21-hydroxylase-deficiency/#frequency"	"6p21.33"	"cytochrome P450 family 21 subfamily A member 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000500"	"https://www.ncbi.nlm.nih.gov/gene/1589"	"CYP21A2"	"Autosomal recessive"
"26594-OMIM:254300"	"https://rarediseases.info.nih.gov/diseases/8575/index"	"https://medlineplus.gov/genetics/condition/congenital-myasthenic-syndrome/#frequency"	"4p16.3"	"docking protein 7"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_173660"	"https://www.ncbi.nlm.nih.gov/gene/285489"	"DOK7"	"Autosomal recessive"
"2698-OMIM:248600"	"https://rarediseases.info.nih.gov/diseases/3228/index"	"https://medlineplus.gov/genetics/condition/maple-syrup-urine-disease/#frequency"	"1p21.2"	"dihydrolipoamide branched chain transacylase E2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001918"	"https://www.ncbi.nlm.nih.gov/gene/1629"	"DBT"	"Autosomal recessive"
"2719-OMIM:608643"	"https://rarediseases.info.nih.gov/diseases/770/index"	"https://medlineplus.gov/genetics/condition/aromatic-l-amino-acid-decarboxylase-deficiency/#frequency"	"7p12.2-p12.1"	"dopa decarboxylase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000790"	"https://www.ncbi.nlm.nih.gov/gene/1644"	"DDC"	"Autosomal recessive"
"2771-OMIM:613912"			"19p13.3"	"complement factor D"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001928"	"https://www.ncbi.nlm.nih.gov/gene/1675"	"CFD"	"Autosomal recessive"
"28287-OMIM:616227"			"1p21.3"	"ALG14 UDP-N-acetylglucosaminyltransferase subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_144988"	"https://www.ncbi.nlm.nih.gov/gene/199857"	"ALG14"	"Autosomal recessive"
"2843-OMIM:615863"			"8q24.3"	"diacylglycerol O-acyltransferase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_012079"	"https://www.ncbi.nlm.nih.gov/gene/8694"	"DGAT1"	"Autosomal recessive"
"28510-OMIM:610199"			"9p24.2"	"GLIS family zinc finger 3"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_152629"	"https://www.ncbi.nlm.nih.gov/gene/169792"	"GLIS3"	"Autosomal recessive"
"29401-OMIM:618116"			"1p32.1"	"Myb like, SWIRM and MPN domains 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001085487"	"https://www.ncbi.nlm.nih.gov/gene/114803"	"MYSM1"	"Autosomal recessive"
"29796-OMIM:610798"			"1q22"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_014017"	"https://www.ncbi.nlm.nih.gov/gene/28956"	"LAMTOR2"	"Autosomal recessive"
"2995-OMIM:608093"	"https://rarediseases.info.nih.gov/diseases/9837/index"		"11q23.3"	"dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001382"	"https://www.ncbi.nlm.nih.gov/gene/1798"	"DPAGT1"	"Autosomal recessive"
"2995-OMIM:614750"			"11q23.3"	"dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001382"	"https://www.ncbi.nlm.nih.gov/gene/1798"	"DPAGT1"	"Autosomal recessive"
"30228-OMIM:616224"			"2p21"	"prolyl endopeptidase like"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_006036"	"https://www.ncbi.nlm.nih.gov/gene/9581"	"PREPL"	"Autosomal recessive"
"30260-OMIM:610090"	"https://rarediseases.info.nih.gov/diseases/10730/index"	"https://medlineplus.gov/genetics/condition/pyridoxal-5-phosphate-dependent-epilepsy/#frequency"	"17q21.32"	"pyridoxamine 5'-phosphate oxidase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_018129"	"https://www.ncbi.nlm.nih.gov/gene/55163"	"PNPO"	"Autosomal recessive"
"3052-OMIM:609638"	"https://rarediseases.info.nih.gov/diseases/9910/index"		"6p24.3"	"desmoplakin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004415"	"https://www.ncbi.nlm.nih.gov/gene/1832"	"DSP"	"Autosomal recessive"
"321-OMIM:232400"	"https://rarediseases.info.nih.gov/diseases/9442/index"	"https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-iii/#frequency"	"1p21.2"	"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000028"	"https://www.ncbi.nlm.nih.gov/gene/178"	"AGL"	"Autosomal recessive"
"3255-OMIM:226980"	"https://rarediseases.info.nih.gov/diseases/5589/index"		"2p11.2"	"eukaryotic translation initiation factor 2 alpha kinase 3"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004836"	"https://www.ncbi.nlm.nih.gov/gene/9451"	"EIF2AK3"	"Autosomal recessive"
"329-OMIM:615120"			"1p36.33"	"agrin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_198576"	"https://www.ncbi.nlm.nih.gov/gene/375790"	"AGRN"	"Autosomal recessive"
"329-OMIM:616720"			"1p36.33"	"agrin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_198576"	"https://www.ncbi.nlm.nih.gov/gene/375790"	"AGRN"	"Autosomal recessive"
"3356-OMIM:613312"		"https://medlineplus.gov/genetics/condition/hereditary-hypophosphatemic-rickets/#frequency"	"6q23.2"	"ectonucleotide pyrophosphatase/phosphodiesterase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_006208"	"https://www.ncbi.nlm.nih.gov/gene/5167"	"ENPP1"	"Autosomal recessive"
"3436-OMIM:278760"		"https://medlineplus.gov/genetics/condition/xeroderma-pigmentosum/#frequency"	"16p13.12"	"ERCC excision repair 4, endonuclease catalytic subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005236"	"https://www.ncbi.nlm.nih.gov/gene/2072"	"ERCC4"	"Autosomal recessive"
"3436-OMIM:615272"			"16p13.12"	"ERCC excision repair 4, endonuclease catalytic subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005236"	"https://www.ncbi.nlm.nih.gov/gene/2072"	"ERCC4"	"Autosomal recessive"
"3481-OMIM:231680"	"https://rarediseases.info.nih.gov/diseases/6523/index"	"https://medlineplus.gov/genetics/condition/glutaric-acidemia-type-ii/#frequency"	"15q24.2-q24.3"	"electron transfer flavoprotein subunit alpha"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000126"	"https://www.ncbi.nlm.nih.gov/gene/2108"	"ETFA"	"Autosomal recessive"
"3482-OMIM:231680"	"https://rarediseases.info.nih.gov/diseases/6523/index"	"https://medlineplus.gov/genetics/condition/glutaric-acidemia-type-ii/#frequency"	"19q13.41"	"electron transfer flavoprotein subunit beta"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001014763"	"https://www.ncbi.nlm.nih.gov/gene/2109"	"ETFB"	"Autosomal recessive"
"3483-OMIM:231680"	"https://rarediseases.info.nih.gov/diseases/6523/index"	"https://medlineplus.gov/genetics/condition/glutaric-acidemia-type-ii/#frequency"	"4q32.1"	"electron transfer flavoprotein dehydrogenase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001281737"	"https://www.ncbi.nlm.nih.gov/gene/2110"	"ETFDH"	"Autosomal recessive"
"3531-OMIM:613225"		"https://medlineplus.gov/genetics/condition/factor-xiii-deficiency/#frequency"	"6p25.1"	"coagulation factor XIII A chain"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000129"	"https://www.ncbi.nlm.nih.gov/gene/2162"	"F13A1"	"Autosomal recessive"
"3534-OMIM:613235"		"https://medlineplus.gov/genetics/condition/factor-xiii-deficiency/#frequency"	"1q31.3"	"coagulation factor XIII B chain"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001994"	"https://www.ncbi.nlm.nih.gov/gene/2165"	"F13B"	"Autosomal recessive"
"3535-OMIM:613679"	"https://rarediseases.info.nih.gov/diseases/2926/index"	"https://medlineplus.gov/genetics/condition/prothrombin-deficiency/#frequency"	"11p11.2"	"coagulation factor II, thrombin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000506"	"https://www.ncbi.nlm.nih.gov/gene/2147"	"F2"	"Autosomal recessive"
"3579-OMIM:276700"	"https://rarediseases.info.nih.gov/diseases/2658/index"	"https://medlineplus.gov/genetics/condition/tyrosinemia/#frequency"	"15q25.1"	"fumarylacetoacetate hydrolase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000137"	"https://www.ncbi.nlm.nih.gov/gene/2184"	"FAH"	"Autosomal recessive"
"3584-OMIM:227645"		"https://medlineplus.gov/genetics/condition/fanconi-anemia/#frequency"	"9q22.32"	"FA complementation group C"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000136"	"https://www.ncbi.nlm.nih.gov/gene/2176"	"FANCC"	"Autosomal recessive"
"3585-OMIM:227646"		"https://medlineplus.gov/genetics/condition/fanconi-anemia/#frequency"	"3p25.3"	"FA complementation group D2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001018115"	"https://www.ncbi.nlm.nih.gov/gene/2177"	"FANCD2"	"Autosomal recessive"
"3586-OMIM:600901"		"https://medlineplus.gov/genetics/condition/fanconi-anemia/#frequency"	"6p21.31"	"FA complementation group E"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_021922"	"https://www.ncbi.nlm.nih.gov/gene/2178"	"FANCE"	"Autosomal recessive"
"3606-OMIM:229700"	"https://rarediseases.info.nih.gov/diseases/2400/index"		"9q22.32"	"fructose-bisphosphatase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000507"	"https://www.ncbi.nlm.nih.gov/gene/2203"	"FBP1"	"Autosomal recessive"
"362-OMIM:267500"	"https://rarediseases.info.nih.gov/diseases/8625/index"		"1p35.1"	"adenylate kinase 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001625"	"https://www.ncbi.nlm.nih.gov/gene/204"	"AK2"	"Autosomal recessive"
"4021-OMIM:617526"		"https://medlineplus.gov/genetics/condition/erythrokeratodermia-variabilis-et-progressiva/#frequency"	"18q21.33"	"3-ketodihydrosphingosine reductase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_002035"	"https://www.ncbi.nlm.nih.gov/gene/2531"	"KDSR"	"Autosomal recessive"
